sim_day,date,year,month,day,jrr,savage,lsen,occ,pat,por_nat,below_por,lfalls_nat,
270,1930-06-27,1930,6,27,79.22,10.62,2.69,25.71,22.84,1353.92,258.1,1912,1914
271,1930-06-28,1930,6,28,61.08,9.44,2.59,24.71,21.5,1235.48,224.11,1899,1900
272,1930-06-29,1930,6,29,48.98,8.26,2.59,23.7,20.15,1015.89,191.18,1843,1844
273,1930-06-30,1930,6,30,39.91,7.08,2.43,23.06,18.81,974.86,167.81,1504,1506
274,1930-07-01,1930,7,1,35.07,6.49,3.25,21.95,19.48,1161.12,158.26,1362,1364
275,1930-07-02,1930,7,2,34.47,14.16,3.28,24.19,30.9,1003.27,737.11,1670,1671
276,1930-07-03,1930,7,3,39.31,9.44,2.43,94.32,22.84,851.83,640.46,1746,1748
277,1930-07-04,1930,7,4,36.28,7.08,2.23,71.68,19.48,852.8,370.68,1867,1869
278,1930-07-05,1930,7,5,29.03,5.9,2.16,23.7,18.14,890.48,180.56,1341,1343
279,1930-07-06,1930,7,6,24.79,5.55,2.16,25.41,18.81,807.81,158.26,1271,1273
280,1930-07-07,1930,7,7,24.79,8.26,2.03,23.7,18.81,778.69,174.19,1302,1304
281,1930-07-08,1930,7,8,23.58,6.49,1.77,22.17,16.12,781.56,156.13,1129,1131
282,1930-07-09,1930,7,9,24.79,4.84,1.77,21.7,14.78,755.12,135.95,1107,1108
283,1930-07-10,1930,7,10,30.24,4.84,1.71,21.04,14.78,676.96,123.63,1116,1118
284,1930-07-11,1930,7,11,28.42,4.37,1.67,20.98,14.11,746.16,113.33,1031,1033
285,1930-07-12,1930,7,12,27.82,3.19,1.61,20.98,13.44,687.66,104.94,966,968
286,1930-07-13,1930,7,13,27.82,3.19,1.57,21.02,13.44,665.25,102.81,958,960
287,1930-07-14,1930,7,14,32.65,7.08,1.71,20.98,13.44,592.54,100.26,932,933
288,1930-07-15,1930,7,15,56.24,7.08,1.57,20.99,13.44,582.43,100.26,870,872
289,1930-07-16,1930,7,16,44.75,5.02,1.44,20.99,12.76,621.19,101.54,814,816
290,1930-07-17,1930,7,17,33.86,4.37,1.51,21,12.09,601.54,93.47,782,784
291,1930-07-18,1930,7,18,29.03,3.66,1.44,21.08,12.09,570.06,93.04,781,783
292,1930-07-19,1930,7,19,26.61,3.07,1.44,21.04,12.09,561.07,90.92,793,795
293,1930-07-20,1930,7,20,24.79,2.66,1.41,21.04,10.75,548.42,86.67,767,769
294,1930-07-21,1930,7,21,22.98,2.24,1.11,21.1,9.4,508.56,84.76,743,744
295,1930-07-22,1930,7,22,21.77,2.3,1.77,21.08,9.4,601.84,78.38,657,658
296,1930-07-23,1930,7,23,101.59,3.19,1.84,20.99,14.78,647.58,79.66,632,634
297,1930-07-24,1930,7,24,85.87,2.54,1.44,21.02,18.81,503.97,83.59,865,867
298,1930-07-25,1930,7,25,52,2.24,1.41,21.04,11.42,450.56,83.48,737,738
299,1930-07-26,1930,7,26,40.52,1.95,1.25,21.08,10.08,496.17,81.46,618,619
300,1930-07-27,1930,7,27,31.44,1.83,1.15,21.08,8.73,585.91,79.34,569,571
301,1930-07-28,1930,7,28,29.03,1.71,1.02,21.1,8.06,500.52,76.9,673,675
302,1930-07-29,1930,7,29,26.61,1.53,0.98,21.04,8.06,449.54,76.9,657,658
303,1930-07-30,1930,7,30,24.79,1.42,0.92,21.01,7.39,453.68,78.81,633,634
304,1930-07-31,1930,7,31,24.79,1.18,0.85,21.08,6.72,426.82,74.45,558,560
305,1930-08-01,1930,8,1,24.79,1.06,0.95,21,6.38,430.79,73.29,521,522
306,1930-08-02,1930,8,2,24.19,1.06,0.95,20.98,6.72,440.76,74.45,492,494
307,1930-08-03,1930,8,3,24.19,1,0.89,21.08,8.06,508.71,74.35,502,504
308,1930-08-04,1930,8,4,24.19,0.94,0.79,21.1,6.38,522.53,73.07,552,554
309,1930-08-05,1930,8,5,24.79,0.83,0.75,21.08,5.78,506.79,67.76,580,581
310,1930-08-06,1930,8,6,25.4,0.89,0.75,21.06,4.9,517.42,68.83,581,583
311,1930-08-07,1930,8,7,26.61,0.83,0.75,21.12,5.58,577,70.95,558,560
312,1930-08-08,1930,8,8,27.82,1.18,0.79,21.12,5.44,518.51,69.04,609,611
313,1930-08-09,1930,8,9,28.42,1.3,0.75,21.12,5.58,492.27,67.76,632,634
314,1930-08-10,1930,8,10,28.42,1.42,0.72,21.12,4.9,547.45,67.76,552,554
315,1930-08-11,1930,8,11,28.42,1.18,0.66,21.15,4.64,509.84,67.76,561,563
316,1930-08-12,1930,8,12,28.42,1.06,0.59,21.12,4.64,509.47,63.51,577,578
317,1930-08-13,1930,8,13,28.42,0.89,0.66,21.15,4.64,482.85,62.13,547,549
318,1930-08-14,1930,8,14,28.42,1.53,0.79,21.15,5.24,424.85,65.85,544,546
319,1930-08-15,1930,8,15,40.52,8.26,1.44,21.12,8.06,393.97,73.39,534,536
320,1930-08-16,1930,8,16,48.98,4.84,1.15,21.15,8.73,386.06,71.27,505,507
321,1930-08-17,1930,8,17,37.49,5.55,1.05,21.15,8.06,438.21,82.85,497,499
322,1930-08-18,1930,8,18,36.89,10.62,1.31,21.15,8.73,462.85,85.82,493,495
323,1930-08-19,1930,8,19,34.47,5.55,1.05,21.15,8.73,446.23,73.82,540,542
324,1930-08-20,1930,8,20,29.63,3.48,0.95,21.15,7.39,430.6,75.94,556,557
325,1930-08-21,1930,8,21,24.19,2.54,0.95,21.18,7.39,400.9,71.16,533,534
326,1930-08-22,1930,8,22,22.37,2.3,0.95,21.15,6.72,385.62,68.19,498,500
327,1930-08-23,1930,8,23,21.77,2.54,1.02,21.12,7.39,367.04,67.98,482,484
328,1930-08-24,1930,8,24,21.77,3.66,1.02,21.15,7.39,419.81,69.04,465,467
329,1930-08-25,1930,8,25,21.77,3.89,0.92,21.15,8.06,424.41,70.95,456,458
330,1930-08-26,1930,8,26,22.37,3.07,0.82,21.15,6.38,443.88,68.83,487,489
331,1930-08-27,1930,8,27,22.98,2.95,0.98,21.12,6.38,492.82,80.3,488,489
332,1930-08-28,1930,8,28,22.98,2.83,0.89,21.12,9.4,489.53,78.38,545,547
333,1930-08-29,1930,8,29,24.19,2.83,0.92,21.15,10.08,434.94,83.7,579,580
334,1930-08-30,1930,8,30,21.16,2.3,0.92,21.15,10.75,557.53,82.63,565,567
335,1930-08-31,1930,8,31,20.56,2.01,0.82,21.15,8.06,475.76,73.07,548,550
336,1930-09-01,1930,9,1,19.35,1.83,0.75,21.15,6.72,483.79,70.95,609,610
337,1930-09-02,1930,9,2,19.35,1.71,0.75,21,5.98,518.52,71.37,567,568
338,1930-09-03,1930,9,3,22.37,1.77,0.75,20.99,7.39,500.37,71.8,617,618
339,1930-09-04,1930,9,4,20.56,1.18,0.72,21.26,5.78,499.85,74.45,601,602
340,1930-09-05,1930,9,5,19.96,1.42,0.62,21.95,5.44,450.26,73.07,564,565
341,1930-09-06,1930,9,6,18.75,1.3,0.62,23.26,4.64,435.83,67.76,553,553
342,1930-09-07,1930,9,7,18.14,1.18,0.66,23.48,4.9,445.53,65.64,537,537
343,1930-09-08,1930,9,8,21.77,1.12,0.75,21.04,5.44,560.73,68.83,535,536
344,1930-09-09,1930,9,9,22.98,1.06,0.75,21.19,5.11,656.5,65.64,562,563
345,1930-09-10,1930,9,10,23.58,1.3,0.69,21.16,5.11,675.71,70.95,676,676
346,1930-09-11,1930,9,11,22.98,1.24,0.62,21.03,5.11,521.78,68.83,850,850
347,1930-09-12,1930,9,12,22.98,1.12,0.59,20.98,4.9,479.84,61.39,656,656
348,1930-09-13,1930,9,13,25.4,1.65,0.75,20.98,10.08,582.77,67.98,586,586
349,1930-09-14,1930,9,14,41.12,2.42,1.05,20.98,7.39,602.94,103.77,593,594
350,1930-09-15,1930,9,15,31.44,3.78,0.72,21.01,10.08,550.55,153.37,728,729
351,1930-09-16,1930,9,16,30.24,2.95,0.72,21.04,6.72,548.7,105.26,689,690
352,1930-09-17,1930,9,17,34.47,5.02,0.72,20.99,16.12,528.87,114.82,714,715
353,1930-09-18,1930,9,18,36.28,4.37,0.72,21.08,9.4,510.75,118.96,712,713
354,1930-09-19,1930,9,19,29.03,2.95,0.72,20.99,6.58,475.77,102.81,654,654
355,1930-09-20,1930,9,20,22.98,2.12,0.69,20.98,6.18,428.61,83.7,612,613
356,1930-09-21,1930,9,21,21.16,1.83,0.66,20.98,6.18,457.22,76.26,568,569
357,1930-09-22,1930,9,22,20.56,1.95,0.66,21.01,5.98,463.58,73.07,564,564
358,1930-09-23,1930,9,23,21.16,1.71,0.59,21,5.44,517.28,70.95,578,579
359,1930-09-24,1930,9,24,19.35,1.42,0.56,20.99,5.44,525.17,71.27,589,590
360,1930-09-25,1930,9,25,19.96,1.42,0.59,21.01,5.11,506.83,67.98,609,609
361,1930-09-26,1930,9,26,21.77,1.53,0.47,20.99,5.11,476.72,62.77,614,615
362,1930-09-27,1930,9,27,22.37,1.3,0.32,21.01,4.64,508.46,57.35,607,608
363,1930-09-28,1930,9,28,19.96,1.18,0.25,21.08,4.3,502.57,51.51,545,546
364,1930-09-29,1930,9,29,12.7,1.12,0.24,21.12,3.96,486.51,47.26,608,608
365,1930-09-30,1930,9,30,18.75,1.12,0.32,21.12,3.69,487.25,43.12,567,568
366,1930-10-01,1930,10,1,21.16,1.12,0.25,16.55,3.69,454.02,43.33,586,587
367,1930-10-02,1930,10,2,20.56,1.12,0.32,16.63,3.69,462.28,43.33,592,593
368,1930-10-03,1930,10,3,20.56,1.06,0.32,16.63,3.9,445.15,43.33,569,570
369,1930-10-04,1930,10,4,19.96,1.12,0.41,16.63,4.5,399.99,44.61,580,580
370,1930-10-05,1930,10,5,18.75,1.12,0.47,16.72,4.7,364.37,45.25,551,551
371,1930-10-06,1930,10,6,14.51,1.12,0.51,16.72,4.84,449.66,43.12,509,510
372,1930-10-07,1930,10,7,14.51,0.94,0.56,16.72,4.7,426.01,43.02,496,497
373,1930-10-08,1930,10,8,14.51,0.94,0.71,16.72,5.17,387.84,44.72,538,539
374,1930-10-09,1930,10,9,14.51,0.94,0.75,16.72,5.31,430.56,48.96,520,520
375,1930-10-10,1930,10,10,14.51,1,0.75,16.81,5.51,387.66,48.96,519,520
376,1930-10-11,1930,10,11,14.51,0.94,0.71,16.81,5.64,471.64,47.9,538,538
377,1930-10-12,1930,10,12,13.91,1,0.71,16.81,5.64,456.83,53.21,515,516
378,1930-10-13,1930,10,13,13.91,0.94,0.71,16.81,5.31,435.44,52.89,567,567
379,1930-10-14,1930,10,14,13.3,1,0.75,16.81,5.31,444.66,47.8,534,534
380,1930-10-15,1930,10,15,13.3,1,0.88,16.81,5.64,414.34,51.19,533,534
381,1930-10-16,1930,10,16,13.3,1.12,0.88,16.81,5.91,421.43,54.17,534,535
382,1930-10-17,1930,10,17,13.3,1.18,0.96,16.81,6.72,429.19,58.52,508,509
383,1930-10-18,1930,10,18,12.7,1.24,1.12,16.81,6.72,485.6,58.84,515,515
384,1930-10-19,1930,10,19,11.49,1.18,1.12,16.81,7.39,460.62,51.19,480,481
385,1930-10-20,1930,10,20,10.88,1.24,1.28,16.81,7.39,477.8,53.21,541,542
386,1930-10-21,1930,10,21,10.28,1.42,1.2,16.81,8.06,494.81,48.96,490,490
387,1930-10-22,1930,10,22,10.28,1.48,1.2,16.81,9.4,478.15,54.59,518,519
388,1930-10-23,1930,10,23,11.49,1.42,1.46,16.81,10.08,461.28,54.59,534,534
389,1930-10-24,1930,10,24,10.88,1.71,1.46,16.81,10.75,422.63,54.27,526,526
390,1930-10-25,1930,10,25,11.49,1.83,1.46,16.81,11.42,430.97,58.84,550,550
391,1930-10-26,1930,10,26,12.09,2.24,1.2,16.4,10.75,439.51,54.59,532,532
392,1930-10-27,1930,10,27,13.91,1.77,1.12,16.02,10.75,488.73,58.84,497,498
393,1930-10-28,1930,10,28,14.51,1.83,1.28,15.97,11.42,425.05,53.85,535,535
394,1930-10-29,1930,10,29,14.51,1.83,1.6,15.88,14.11,480.37,63.41,568,569
395,1930-10-30,1930,10,30,13.91,1.95,1.6,15.88,13.44,390.24,64.15,559,559
396,1930-10-31,1930,10,31,13.91,2.12,1.6,15.88,11.42,402.64,68.4,571,571
397,1930-11-01,1930,11,1,12.7,1.71,1.6,15.88,10.08,439,68.4,539,539
398,1930-11-02,1930,11,2,12.7,1.71,1.46,15.84,10.75,478.05,64.15,499,499
399,1930-11-03,1930,11,3,11.49,1.71,1.6,15.88,11.42,493.85,54.81,540,540
400,1930-11-04,1930,11,4,11.49,1.77,1.86,15.77,12.09,501.58,59.27,572,573
401,1930-11-05,1930,11,5,15.12,2.3,2.26,15.63,13.44,428.49,69.46,642,643
402,1930-11-06,1930,11,6,17.54,2.54,2.26,15.61,12.76,501.62,75.09,641,641
403,1930-11-07,1930,11,7,19.35,2.42,2.13,15.61,11.42,485.46,68.72,606,606
404,1930-11-08,1930,11,8,14.51,2.12,2.13,15.61,10.75,520.2,68.4,562,562
405,1930-11-09,1930,11,9,11.49,2.01,2.13,15.84,12.09,478.49,68.4,623,624
406,1930-11-10,1930,11,10,11.49,2.12,2.13,15.88,12.76,530.58,66.28,642,643
407,1930-11-11,1930,11,11,12.7,2.24,2,15.92,12.09,520.52,64.58,587,587
408,1930-11-12,1930,11,12,9.68,2.24,2,15.88,12.76,509.18,69.46,626,627
409,1930-11-13,1930,11,13,7.86,2.24,2,15.71,13.44,481.14,72.01,643,643
410,1930-11-14,1930,11,14,7.26,2.3,2.13,15.62,15.45,473,78.38,616,617
411,1930-11-15,1930,11,15,7.26,2.42,2,15.67,15.45,517.85,83.27,571,571
412,1930-11-16,1930,11,16,7.26,2.3,2.13,15.61,13.44,511.52,84.97,614,615
413,1930-11-17,1930,11,17,7.86,2.42,2.8,15.65,16.12,558.62,89.64,692,692
414,1930-11-18,1930,11,18,7.86,2.66,2.8,15.84,17.47,697.46,92.19,694,694
415,1930-11-19,1930,11,19,7.26,2.95,2.4,15.71,16.12,601.03,93.89,849,850
416,1930-11-20,1930,11,20,10.28,2.77,2.26,15.76,14.78,524.62,102.18,1083,1083
417,1930-11-21,1930,11,21,11.49,2.3,2.13,15.68,13.44,482.71,85.39,755,755
418,1930-11-22,1930,11,22,12.09,2.24,2.26,15.62,14.11,508.1,77.96,660,660
419,1930-11-23,1930,11,23,12.7,2.01,2.13,15.61,13.44,543.41,74.99,673,674
420,1930-11-24,1930,11,24,12.09,1.95,2.13,15.61,13.44,499.18,72.44,660,661
421,1930-11-25,1930,11,25,12.09,1.95,2.13,15.61,13.44,562.3,70.74,660,661
422,1930-11-26,1930,11,26,11.49,2.01,2.13,15.65,13.44,571.07,72.44,610,611
423,1930-11-27,1930,11,27,11.49,1.71,2.13,15.62,13.44,550.59,67.76,828,828
424,1930-11-28,1930,11,28,11.49,1.53,1.86,15.62,10.75,651.98,62.88,553,553
425,1930-11-29,1930,11,29,11.49,1.18,1.86,15.62,10.75,741.91,54.17,466,467
426,1930-11-30,1930,11,30,10.88,1.18,1.86,15.62,10.75,503.34,62.88,458,459
427,1930-12-01,1930,12,1,10.28,2.07,2,16.32,11.42,529.94,81.36,772,773
428,1930-12-02,1930,12,2,24.19,2.07,2.13,15.84,11.42,548.44,90.92,656,656
429,1930-12-03,1930,12,3,24.19,2.07,2.26,15.71,11.42,632.74,68.61,516,517
430,1930-12-04,1930,12,4,24.19,2.07,2.13,15.84,11.42,568.45,69.04,558,559
431,1930-12-05,1930,12,5,24.19,2.07,2.13,15.67,14.78,487.93,69.46,863,864
432,1930-12-06,1930,12,6,24.19,9.44,2.66,15.61,15.45,522.56,73.29,864,864
433,1930-12-07,1930,12,7,123.96,20.65,5.72,15.92,20.15,513.74,115.77,876,877
434,1930-12-08,1930,12,8,186.85,18.29,3.59,16.07,24.86,555.75,122.14,867,868
435,1930-12-09,1930,12,9,127.59,11.8,2.53,16.47,18.14,702.26,109.5,766,767
436,1930-12-10,1930,12,10,80.43,9.44,2.4,16.63,16.12,626.53,91.45,911,912
437,1930-12-11,1930,12,11,62.89,9.44,2.26,16.8,15.45,652.38,81.89,1017,1017
438,1930-12-12,1930,12,12,67.12,15.34,2.26,16.47,15.45,753.33,74.14,947,948
439,1930-12-13,1930,12,13,111.87,14.16,2.13,16.32,15.45,784.97,74.14,1135,1135
440,1930-12-14,1930,12,14,82.84,10.03,2,16.32,15.45,738.27,73.29,1359,1359
441,1930-12-15,1930,12,15,50.8,5.9,2,15.67,15.45,677.16,72.44,1462,1462
442,1930-12-16,1930,12,16,25.4,2.42,1.33,16.14,12.09,630.78,65.43,1273,1273
443,1930-12-17,1930,12,17,16.33,2.07,1.33,16.14,12.09,817.24,65,695,696
444,1930-12-18,1930,12,18,14.51,2.07,1.33,15.71,12.09,771.58,65,490,490
445,1930-12-19,1930,12,19,12.09,2.07,1.33,15.62,12.09,519.74,65,1113,1114
446,1930-12-20,1930,12,20,12.09,2.07,1.33,15.67,12.09,520.01,65,1080,1081
447,1930-12-21,1930,12,21,12.09,2.07,1.33,15.77,12.09,638.47,64.15,810,811
448,1930-12-22,1930,12,22,12.09,2.07,1.33,15.84,12.09,910.35,65,997,998
449,1930-12-23,1930,12,23,12.09,2.07,1.33,15.71,12.09,1077.36,65,792,793
450,1930-12-24,1930,12,24,12.09,2.07,1.33,15.92,57.1,1336.34,65,786,787
451,1930-12-25,1930,12,25,12.09,2.07,1.33,15.97,57.1,1159.92,64.58,740,741
452,1930-12-26,1930,12,26,11.49,3.66,7.32,15.62,57.1,883.41,241.95,1070,1071
453,1930-12-27,1930,12,27,19.96,9.44,46.59,26.58,57.1,3055.85,3914.97,2594,2594
454,1930-12-28,1930,12,28,85.87,14.16,10.78,51.01,57.1,1860.16,1597.43,5510,5510
455,1930-12-29,1930,12,29,107.64,11.8,4.79,60.89,57.1,1226.77,497.07,3711,3711
456,1930-12-30,1930,12,30,82.84,8.85,2.66,17.4,57.1,1097.51,246.41,2489,2489
457,1930-12-31,1930,12,31,55.63,7.67,2,15.88,57.1,1259.08,128.52,1702,1703
458,1931-01-01,1931,1,1,33.26,7.08,2,15.62,13.44,1530.21,113.65,1567,1569
459,1931-01-02,1931,1,2,33.26,5.9,2,15.62,13.44,1285.99,106.21,2046,2047
460,1931-01-03,1931,1,3,33.26,7.08,3.19,15.69,13.44,1276.76,104.51,1903,1904
461,1931-01-04,1931,1,4,33.26,6.49,3.19,18.12,13.44,983.47,103.03,1645,1646
462,1931-01-05,1931,1,5,33.26,7.67,10.52,34.82,13.44,1169.52,276.15,1629,1630
463,1931-01-06,1931,1,6,66.52,49.57,23.16,763.2,188.09,1595.41,2910.21,2589,2590
464,1931-01-07,1931,1,7,165.09,41.31,2.66,236.71,19.48,1440.8,1015.39,3861,3862
465,1931-01-08,1931,1,8,125.78,21.83,2.66,75.09,19.48,2589.37,213.49,2834,2835
466,1931-01-09,1931,1,9,36.28,8.85,2.66,30.1,19.48,2584.1,150.82,2944,2945
467,1931-01-10,1931,1,10,36.28,8.85,2.66,21.81,19.48,2455.03,150.82,3104,3105
468,1931-01-11,1931,1,11,36.28,8.85,2.66,21.81,19.48,2137.75,120.02,3441,3442
469,1931-01-12,1931,1,12,36.28,8.85,2.66,24.02,19.48,1711.78,175.25,3008,3009
470,1931-01-13,1931,1,13,36.28,8.85,2.66,22.65,19.48,1675.62,166.75,2542,2543
471,1931-01-14,1931,1,14,36.28,8.85,2.66,16.47,19.48,1459.09,116.83,2207,2208
472,1931-01-15,1931,1,15,36.28,8.85,2.66,17.18,19.48,1204.83,97.72,1996,1997
473,1931-01-16,1931,1,16,36.28,8.85,3.46,16.8,19.48,1646.37,100.9,2090,2091
474,1931-01-17,1931,1,17,36.28,8.85,3.33,17.86,18.14,1460.78,103.03,1835,1836
475,1931-01-18,1931,1,18,36.28,7.67,3.19,17.18,18.81,1131.16,89.22,1708,1709
476,1931-01-19,1931,1,19,36.28,10.62,19.7,18.12,225.71,1195.79,800.84,1807,1808
477,1931-01-20,1931,1,20,36.28,21.24,6.92,16.8,87.33,1034.22,1293.66,2327,2328
478,1931-01-21,1931,1,21,127.59,24.19,3.59,15.88,23.51,1066.53,483.26,2469,2470
479,1931-01-22,1931,1,22,85.87,14.75,3.59,15.62,23.51,1195.79,149.76,1696,1698
480,1931-01-23,1931,1,23,88.29,14.16,3.59,15.62,23.51,1228.11,140.2,1289,1290
481,1931-01-24,1931,1,24,67.12,16.52,3.59,15.68,23.51,1034.61,142.32,1515,1517
482,1931-01-25,1931,1,25,62.89,20.06,3.59,15.84,22.84,975.85,135.95,1509,1510
483,1931-01-26,1931,1,26,558.75,167.59,3.33,16.02,21.5,913.55,141.26,1406,1407
484,1931-01-27,1931,1,27,949.39,233.1,3.46,17.62,21.5,922.85,130.64,1347,1349
485,1931-01-28,1931,1,28,834.5,206.54,3.59,19.76,22.84,976.04,145.51,1343,1344
486,1931-01-29,1931,1,29,455.34,112.71,3.46,18.96,22.84,1090.33,156.13,1385,1386
487,1931-01-30,1931,1,30,324.73,67.27,3.33,17.86,21.5,2043.74,150.82,1412,1413
488,1931-01-31,1931,1,31,229.18,57.24,3.19,16.07,20.15,2405.1,139.14,2347,2349
489,1931-02-01,1931,2,1,93.73,23.6,3.06,16.02,19.48,1660.69,121.08,2939,2940
490,1931-02-02,1931,2,2,93.73,23.6,3.06,15.62,18.81,1022.96,112.58,2486,2487
491,1931-02-03,1931,2,3,93.73,23.6,2.66,15.69,16.79,509.7,103.03,1987,1988
492,1931-02-04,1931,2,4,93.73,23.6,2.66,15.77,16.79,426.74,91.34,1363,1364
493,1931-02-05,1931,2,5,93.73,23.6,2.66,15.71,16.79,606.21,91.34,882,883
494,1931-02-06,1931,2,6,93.73,23.6,2.66,15.84,16.79,683.24,90.28,792,794
495,1931-02-07,1931,2,7,93.73,23.6,3.19,15.61,16.79,743,92.4,991,993
496,1931-02-08,1931,2,8,93.73,21.83,3.06,15.71,18.81,802.24,93.47,958,959
497,1931-02-09,1931,2,9,907.06,176.44,4.39,19.76,24.18,903.85,147.63,1192,1194
498,1931-02-10,1931,2,10,888.92,289.16,7.19,35.91,61.8,1091.28,548.05,1451,1452
499,1931-02-11,1931,2,11,412.41,177.62,4.26,40.2,23.51,1220.54,449.28,1840,1841
500,1931-02-12,1931,2,12,305.98,110.94,3.99,41.02,23.51,2461.47,281.46,2005,2006
501,1931-02-13,1931,2,13,266.07,78.49,3.73,24.51,23.51,3010.84,231.54,3188,3189
502,1931-02-14,1931,2,14,465.62,180.58,3.59,19.76,23.51,2487.91,188,3860,3861
503,1931-02-15,1931,2,15,341.05,169.36,2.66,17.86,23.51,1868.55,179.5,3117,3118
504,1931-02-16,1931,2,16,281.19,138.68,2.93,18.96,23.51,1165.96,180.56,2912,2913
505,1931-02-17,1931,2,17,263.05,88.52,3.73,18.67,25.53,1046.58,180.56,2247,2248
506,1931-02-18,1931,2,18,490.42,95.6,5.06,20.82,36.95,1184.75,228.36,1912,1913
507,1931-02-19,1931,2,19,558.75,114.48,4.53,22.65,35.6,1326.87,300.58,1694,1696
508,1931-02-20,1931,2,20,440.83,118.02,4.13,25.78,31.57,1346.92,375.99,1872,1873
509,1931-02-21,1931,2,21,370.69,100.32,3.99,27.7,28.89,1884.52,399.36,2247,2248
510,1931-02-22,1931,2,22,299.33,70.81,3.59,27.7,26.87,2370.01,333.51,2758,2760
511,1931-02-23,1931,2,23,260.63,57.24,3.33,29.48,24.86,2422.97,264.47,3193,3194
512,1931-02-24,1931,2,24,234.02,50.75,3.19,25.78,24.86,2152.17,228.36,3091,3092
513,1931-02-25,1931,2,25,210.44,44.85,3.19,18.12,23.51,1744.56,199.68,2950,2951
514,1931-02-26,1931,2,26,195.32,41.9,3.06,18.12,22.84,1449.25,171,2556,2557
515,1931-02-27,1931,2,27,165.09,35.41,2.93,18.96,22.17,1190.28,158.26,2162,2163
516,1931-02-28,1931,2,28,155.41,33.05,2.93,17.4,20.82,1220.22,148.7,1789,1790
517,1931-03-01,1931,3,1,421.48,174.67,6.52,18.67,40.98,1300.55,196.49,1698,1699
518,1931-03-02,1931,3,2,599.26,292.11,7.32,22.65,64.49,1362.63,723.3,2002,2003
519,1931-03-03,1931,3,3,398.5,230.15,4.92,36.66,41.65,2273.44,591.6,2224,2225
520,1931-03-04,1931,3,4,321.7,166.41,4.39,22.22,34.93,3857.95,368.56,3361,3362
521,1931-03-05,1931,3,5,241.88,108.58,4.13,20.82,30.23,3259.11,279.34,4518,4519
522,1931-03-06,1931,3,6,217.69,71.99,3.73,19.76,27.54,3035.79,221.98,3847,3849
523,1931-03-07,1931,3,7,201.97,61.37,3.59,19.76,26.2,2476.65,194.37,3514,3515
524,1931-03-08,1931,3,8,197.74,58.42,5.32,51.47,40.31,2046,1200.2,3317,3318
525,1931-03-09,1931,3,9,176.57,49.57,6.12,218.2,54.41,2215.96,2088.13,3712,3713
526,1931-03-10,1931,3,10,146.34,40.13,4.53,120.15,37.62,2943.53,843.32,4438,4439
527,1931-03-11,1931,3,11,136.06,37.77,3.86,58.86,30.23,2639.1,491.76,3989,3990
528,1931-03-12,1931,3,12,129.41,33.64,3.59,50,28.21,2706.84,351.56,3340,3342
529,1931-03-13,1931,3,13,120.94,37.77,3.46,34.82,26.2,2478,303.77,3392,3393
530,1931-03-14,1931,3,14,155.41,44.26,3.33,32.04,24.86,2179.81,253.85,3111,3112
531,1931-03-15,1931,3,15,275.14,77.31,3.46,27.7,25.53,1871.37,243.23,2843,2844
532,1931-03-16,1931,3,16,309.01,86.75,3.86,33.75,27.54,1735.42,261.28,2538,2539
533,1931-03-17,1931,3,17,255.19,81.44,5.19,28.57,38.29,1717.62,356.87,2423,2425
534,1931-03-18,1931,3,18,236.44,69.63,5.32,23.32,49.71,1699.87,539.56,2551,2552
535,1931-03-19,1931,3,19,244.3,81.44,4.92,21.81,45.01,2348.98,658.51,2585,2586
536,1931-03-20,1931,3,20,263.05,80.26,4.66,24.02,42.32,2172.32,673.38,3265,3267
537,1931-03-21,1931,3,21,263.05,83.8,4.13,24.02,36.28,2089.8,622.4,3262,3263
538,1931-03-22,1931,3,22,321.7,110.94,4.13,28.57,32.24,1862.13,471.58,3125,3126
539,1931-03-23,1931,3,23,350.73,108.58,4.39,110.7,34.93,2049.15,451.4,2984,2985
540,1931-03-24,1931,3,24,347.71,108.58,4.13,62.57,30.9,2103.39,429.1,3060,3061
541,1931-03-25,1931,3,25,455.34,180.58,3.99,47.17,31.57,2023.32,384.49,3015,3016
542,1931-03-26,1931,3,26,538.79,230.15,3.86,34.82,29.56,2324.86,379.18,2901,2902
543,1931-03-27,1931,3,27,519.44,233.1,3.59,28.57,26.87,2240.18,355.81,3157,3158
544,1931-03-28,1931,3,28,602.29,318.66,4.92,37.81,30.23,2753.91,401.48,3161,3163
545,1931-03-29,1931,3,29,1451.3,619.62,38.87,161.13,214.29,4957.96,6657.37,5900,5901
546,1931-03-30,1931,3,30,949.39,401.28,11.31,229.9,87.33,15062.19,2799.75,15163,15164
547,1931-03-31,1931,3,31,683.32,286.21,7.32,183.27,54.41,13831.06,1476.35,16962,16963
548,1931-04-01,1931,4,1,616.8,247.85,29.82,218.2,72.55,11982.8,4388.68,14990,14991
549,1931-04-02,1931,4,2,599.26,236.05,23.69,511.19,154.51,15568.05,8518.2,19553,19555
550,1931-04-03,1931,4,3,576.89,227.19,10.78,416.21,71.21,19415.58,2595.82,22946,22948
551,1931-04-04,1931,4,4,1675.04,619.62,8.52,206.53,55.08,13811.05,1831.09,18143,18144
552,1931-04-05,1931,4,5,1239.65,501.6,6.79,150.6,47.7,10121.56,1476.35,13009,13010
553,1931-04-06,1931,4,6,919.15,365.87,6.12,120.15,42.32,12561.37,1227.81,12059,12060
